player_id,name,season,collected_at,strokes_gained_driving_sg_tee_to_green,strokes_gained_driving_sg_tee_to_green_rank,strokes_gained_driving_sg_tee_to_green_sg:ott,strokes_gained_driving_sg_off_the_tee,strokes_gained_driving_sg_off_the_tee_rank,strokes_gained_driving_sg_off_the_tee_total_sg:ott,strokes_gained_putting_sg_putting,strokes_gained_putting_sg_putting_rank,strokes_gained_putting_sg_putting_total_sg:putting
58168,Davis Thompson,2023,2025-03-22 12:20:12.858,0.309,63.0,0.449,0.449,26.0,39.048,-0.152,134.0,-13.243
32150,Michael Thompson,2023,2025-03-22 12:23:07.442,-0.054,,0.097,0.097,,3.996,0.186,,7.614
57364,Michael Thorbjornsen,2023,2025-03-22 12:25:17.049,-0.098,,-0.022,-0.022,,-0.218,-0.341,,-3.41
52144,Braden Thornberry,2023,2025-03-22 12:28:05.374,,,,,,,,,
30927,Brendon Todd,2023,2025-03-22 12:29:57.758,0.294,65.0,-0.348,-0.348,164.0,-29.956,0.441,22.0,37.936
38991,Alejandro Tosti,2023,2025-03-22 12:33:31.632,1.137,,0.639,0.639,,7.673,-0.134,,-1.61
35617,Martin Trainer,2023,2025-03-22 12:36:41.561,-1.045,183.0,-0.364,-0.364,168.0,-13.816,-0.053,108.0,-2.023
32333,Kevin Tway,2023,2025-03-22 12:40:27.760,-0.25,142.0,0.046,0.046,89.0,3.665,0.019,95.0,1.494
52666,Sami Valimaki,2023,2025-03-22 12:43:42.811,-1.593,,0.004,0.004,,0.017,-0.112,,-0.45
40006,Erik van Rooyen,2023,2025-03-22 12:47:10.101,-0.247,140.0,0.063,0.063,84.0,3.546,-0.168,138.0,-9.432
27064,Jhonattan Vegas,2023,2025-03-22 12:49:55.237,1.009,,0.864,0.864,,17.273,-0.531,,-10.625
58619,Kevin Velo,2023,2025-03-22 12:52:52.519,,,,,,,,,
35658,Kris Ventura,2023,2025-03-22 12:55:25.891,,,,,,,,,
54304,Karl Vilips,2023,2025-03-22 12:57:58.087,-2.825,,-1.156,-1.156,,-2.312,0.123,,0.246
27770,Camilo Villegas,2023,2025-03-22 13:01:35.406,-1.304,,-0.882,-0.882,,-12.347,-0.069,,-0.972
54607,Danny Walker,2023,2025-03-22 13:05:01.809,,,,,,,,,
25632,Jimmy Walker,2023,2025-03-22 13:08:25.047,-0.236,136.0,-0.216,-0.216,150.0,-16.439,0.022,92.0,1.673
48887,Matt Wallace,2023,2025-03-22 13:12:57.996,-0.022,114.0,-0.423,-0.423,176.0,-28.33,-0.03,104.0,-1.987
31113,Paul Waring,2023,2025-03-22 13:16:34.331,-0.729,,0.981,0.981,,0.981,-0.561,,-0.561
27095,Nick Watney,2023,2025-03-22 13:18:34.943,-1.715,193.0,-1.343,-1.343,193.0,-73.874,-0.193,143.0,-10.633
51894,Vince Whaley,2023,2025-03-22 13:22:10.471,0.016,,0.254,0.254,,9.91,0.003,,0.103
50474,Tim Widing,2023,2025-03-22 13:25:36.495,-1.79,,-0.736,-0.736,,-1.472,0.586,,1.172
32139,Danny Willett,2023,2025-03-22 13:29:22.318,-0.244,139.0,-0.147,-0.147,135.0,-7.79,0.115,73.0,6.093
49964,Aaron Wise,2023,2025-03-22 13:32:26.481,-0.759,,-0.1,-0.1,,-3.708,0.456,,16.862
31323,Gary Woodland,2023,2025-03-22 13:36:30.405,0.926,21.0,0.533,0.533,15.0,39.447,-0.568,186.0,-42.014
08793,Tiger Woods,2023,2025-03-22 13:39:11.801,0.269,,-0.089,-0.089,,-0.357,-0.105,,-0.422
52374,Brandon Wu,2023,2025-03-22 13:41:47.199,0.269,72.0,0.159,0.159,70.0,13.516,-0.161,135.0,-13.71
54783,Dylan Wu,2023,2025-03-22 13:43:42.919,0.266,73.0,0.006,0.006,99.0,0.462,0.33,40.0,26.037
57366,Cameron Young,2023,2025-03-22 13:48:42.390,0.62,38.0,0.581,0.581,12.0,38.898,-0.287,158.0,-19.232
52513,Carson Young,2023,2025-03-22 13:50:37.637,-0.273,148.0,0.086,0.086,81.0,6.421,0.124,71.0,9.31
45242,Kevin Yu,2023,2025-03-22 13:52:41.806,1.04,14.0,0.803,0.803,6.0,38.542,-0.804,191.0,-38.575
55454,Carl Yuan,2023,2025-03-22 13:55:46.245,-0.204,132.0,0.171,0.171,67.0,11.813,-0.148,132.0,-10.191
47483,Will Zalatoris,2023,2025-03-22 13:57:38.775,0.735,,0.611,0.611,,11.604,-0.168,,-3.189
